date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,day_of_week,holiday,is_weekend,category,cuisine_type
1/1/2024,17,Fine Dining,Braised Duck,Dinner,"duck, dark soy sauce, star anise, sugar",8.04,47.48,14.472,4.0,0,0,Monday,0,0,Main Course,Chinese
1/1/2024,15,Street Food,Braised Duck,Dinner,"duck, dark soy sauce, star anise, sugar",6.91,17.31,14.7135,100.0,0,0,Monday,0,0,Main Course,Chinese
1/1/2024,21,Casual Dining,Braised Duck,Dinner,"duck, dark soy sauce, star anise, sugar",6.93,45.75,38.8875,31.0,1,0,Monday,0,0,Main Course,Chinese
1/1/2024,2,Food Court,Chai Tow Kway,Breakfast,"radish cake, egg, soy sauce, chili",4.78,8.23,8.81,21.0,0,0,Monday,0,0,Breakfast,Chinese
1/1/2024,10,Fine Dining,Chai Tow Kway,Breakfast,"radish cake, egg, soy sauce, chili",3.6,19.63,6.48,3.0,0,0,Monday,0,0,Breakfast,Chinese
1/1/2024,9,Casual Dining,Chai Tow Kway,Breakfast,"radish cake, egg, soy sauce, chili",5.02,20.23,9.036,16.0,0,0,Monday,0,0,Breakfast,Chinese
1/1/2024,4,Casual Dining,Chai Tow Kway,Breakfast,"radish cake, egg, soy sauce, chili",4.22,23.35,19.8475,22.0,1,0,Monday,0,0,Breakfast,Chinese
1/1/2024,7,Fast Food,Chai Tow Kway,Breakfast,"radish cake, egg, soy sauce, chili",3.9,10.62,10.01,10.0,0,0,Monday,0,0,Breakfast,Chinese
1/1/2024,21,Fast Food,Chai Tow Kway,Breakfast,"radish cake, egg, soy sauce, chili",4.8,7.54,6.24,34.0,1,1,Monday,0,0,Breakfast,Chinese
1/1/2024,7,Fast Food,Char Kway Teow,Dinner,"flat noodles, prawns, cockles, egg, soy sauce",4.29,16.62,14.127,33.0,0,0,Monday,0,0,Main Course,Chinese
1/1/2024,1,Food Court,Chee Cheong Fun,Breakfast,"rice rolls, sweet sauce, sesame, chili",3.72,9.42,8.007,56.0,1,1,Monday,0,0,Dim Sum,Chinese
1/1/2024,13,Fine Dining,Chee Cheong Fun,Breakfast,"rice rolls, sweet sauce, sesame, chili",3.57,26.65,6.426,8.0,0,1,Monday,0,0,Dim Sum,Chinese
1/1/2024,11,Casual Dining,Chee Cheong Fun,Breakfast,"rice rolls, sweet sauce, sesame, chili",2.86,17.6,14.96,33.0,1,0,Monday,0,0,Dim Sum,Chinese
1/1/2024,12,Casual Dining,Chettinad Chicken,Dinner,"chicken, black pepper, fennel, coconut",6.53,40.01,11.754,13.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,18,Casual Dining,Chettinad Chicken,Dinner,"chicken, black pepper, fennel, coconut",7.66,20.83,17.7055,63.0,1,0,Monday,0,0,Main Course,Indian
1/1/2024,6,Casual Dining,Chettinad Chicken,Dinner,"chicken, black pepper, fennel, coconut",6.41,27.95,23.7575,20.0,0,1,Monday,0,0,Main Course,Indian
1/1/2024,11,Fast Food,Chicken 65,Dinner,"chicken, yogurt, spices, curry leaves",7.8,13.74,15.114,11.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,24,Casual Dining,Chicken 65,Dinner,"chicken, yogurt, spices, curry leaves",7.05,23.57,20.0345,31.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,5,Casual Dining,Chicken 65,Dinner,"chicken, yogurt, spices, curry leaves",7.13,28.57,12.834,15.0,0,1,Monday,0,0,Main Course,Indian
1/1/2024,15,Fine Dining,Chicken 65,Dinner,"chicken, yogurt, spices, curry leaves",8.09,25.56,14.562,6.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,5,Food Court,Chicken Alfredo,Lunch,"fettuccine, chicken, cream sauce, cheese",5.97,21.98,18.683,36.0,0,0,Monday,0,0,Pasta,Western
1/1/2024,10,Food Court,Chicken Rendang,Dinner,"chicken, coconut milk, galangal, lemongrass, spices, chili",4.86,18.3,15.555,100.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,19,Street Food,Cincalok Omelette,Lunch,"eggs, fermented shrimp, chili, onion",4.76,6.16,6.54,44.0,0,0,Monday,0,0,Main Course,Nyonya
1/1/2024,4,Street Food,Cincalok Omelette,Lunch,"eggs, fermented shrimp, chili, onion",4.33,8.41,8.56,73.0,0,0,Monday,0,0,Main Course,Nyonya
1/1/2024,5,Street Food,Cincalok Omelette,Lunch,"eggs, fermented shrimp, chili, onion",4.59,7.36,6.256,97.0,0,0,Monday,0,0,Main Course,Nyonya
1/1/2024,12,Fast Food,Cincalok Omelette,Lunch,"eggs, fermented shrimp, chili, onion",4.27,6.45,7.095,9.0,0,0,Monday,0,0,Main Course,Nyonya
1/1/2024,14,Fast Food,Claypot Lou Shu Fun,Dinner,"rice noodles, beef, soy sauce, vegetables",5.78,23.28,10.404,11.0,0,0,Monday,0,0,Noodles,Chinese
1/1/2024,2,Food Court,Claypot Lou Shu Fun,Dinner,"rice noodles, beef, soy sauce, vegetables",7.74,11.51,9.288,55.0,0,0,Monday,0,0,Noodles,Chinese
1/1/2024,10,Fine Dining,Claypot Lou Shu Fun,Dinner,"rice noodles, beef, soy sauce, vegetables",7.57,40.89,13.626,3.0,0,0,Monday,0,0,Noodles,Chinese
1/1/2024,1,Street Food,Claypot Lou Shu Fun,Dinner,"rice noodles, beef, soy sauce, vegetables",6.26,9.13,10.043,28.0,0,0,Monday,0,0,Noodles,Chinese
1/1/2024,6,Fine Dining,Claypot Lou Shu Fun,Dinner,"rice noodles, beef, soy sauce, vegetables",6.24,34.5,11.232,9.0,0,0,Monday,0,0,Noodles,Chinese
1/1/2024,13,Street Food,Claypot Lou Shu Fun,Dinner,"rice noodles, beef, soy sauce, vegetables",6.65,10.94,12.32,67.0,0,0,Monday,0,0,Noodles,Chinese
1/1/2024,25,Fast Food,Cucur Udang,Breakfast,"prawns, flour, spices, oil",2.63,6.88,7.568,9.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,6,Fine Dining,Cucur Udang,Breakfast,"prawns, flour, spices, oil",3.46,24.27,6.228,4.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,13,Casual Dining,Cucur Udang,Breakfast,"prawns, flour, spices, oil",3.17,7.74,8.514,6.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,11,Fine Dining,Cucur Udang,Breakfast,"prawns, flour, spices, oil",3.52,15.41,6.336,4.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,17,Fast Food,Cucur Udang,Breakfast,"prawns, flour, spices, oil",2.79,7.23,7.953,11.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,1,Street Food,Cucur Udang,Breakfast,"prawns, flour, spices, oil",2.93,4.21,3.5785,46.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,22,Fast Food,Cucur Udang,Breakfast,"prawns, flour, spices, oil",3.75,7.67,7.86,8.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,14,Fast Food,Cucur Udang,Breakfast,"prawns, flour, spices, oil",3.76,6.57,7.227,6.0,0,0,Monday,0,0,Snacks,Malay
1/1/2024,12,Street Food,Dodol,Lunch,"coconut milk, palm sugar, rice flour",3.33,7.77,6.6045,44.0,0,0,Monday,0,0,Desserts,Malay
1/1/2024,4,Food Court,Dodol,Lunch,"coconut milk, palm sugar, rice flour",3.49,10.4,8.84,42.0,0,0,Monday,0,0,Desserts,Malay
1/1/2024,21,Fine Dining,Dodol,Lunch,"coconut milk, palm sugar, rice flour",3.27,23.97,5.886,4.0,0,1,Monday,0,0,Desserts,Malay
1/1/2024,25,Fine Dining,Dodol,Lunch,"coconut milk, palm sugar, rice flour",3.56,15.44,6.408,6.0,0,0,Monday,0,0,Desserts,Malay
1/1/2024,15,Food Court,Dodol,Lunch,"coconut milk, palm sugar, rice flour",4.1,7.97,8.7,17.0,0,0,Monday,0,0,Desserts,Malay
1/1/2024,14,Food Court,Dodol,Lunch,"coconut milk, palm sugar, rice flour",2.96,5.52,6.072,10.0,0,0,Monday,0,0,Desserts,Malay
1/1/2024,17,Fine Dining,Dodol,Lunch,"coconut milk, palm sugar, rice flour",3.07,19.36,5.526,6.0,0,0,Monday,0,0,Desserts,Malay
1/1/2024,20,Casual Dining,Durian Cendol,Lunch,"durian, pandan jelly, coconut milk, ice",6.02,14.59,11.9,32.0,0,0,Monday,0,0,Desserts,Malaysian
1/1/2024,14,Food Court,Durian Cendol,Lunch,"durian, pandan jelly, coconut milk, ice",5.62,17.22,14.637,26.0,0,0,Monday,0,0,Desserts,Malaysian
1/1/2024,12,Fine Dining,Durian Cendol,Lunch,"durian, pandan jelly, coconut milk, ice",6.67,31.86,12.006,4.0,0,0,Monday,0,0,Desserts,Malaysian
1/1/2024,4,Casual Dining,Durian Cendol,Lunch,"durian, pandan jelly, coconut milk, ice",5.6,21.13,10.08,12.0,0,0,Monday,0,0,Desserts,Malaysian
1/1/2024,21,Fine Dining,Durian Cendol,Lunch,"durian, pandan jelly, coconut milk, ice",5.57,30.74,10.026,6.0,0,0,Monday,0,0,Desserts,Malaysian
1/1/2024,22,Food Court,Egg Tart,Lunch,"pastry, egg custard, milk, sugar",1.53,14.69,12.4865,44.0,0,0,Monday,0,0,Dim Sum,Chinese
1/1/2024,6,Street Food,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",12.96,17.24,18.964,68.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,25,Street Food,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",14.35,23.06,21.35,100.0,1,0,Monday,0,0,Main Course,Indian
1/1/2024,19,Casual Dining,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",14.03,33.02,36.322,12.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,18,Fast Food,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",12.24,22.14,26.13,26.0,1,0,Monday,0,0,Main Course,Indian
1/1/2024,20,Fast Food,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",10.29,30.21,28.56,46.0,1,0,Monday,0,0,Main Course,Indian
1/1/2024,22,Fine Dining,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",13.51,92.52,24.318,6.0,0,1,Monday,0,0,Main Course,Indian
1/1/2024,24,Street Food,Fish Head Curry Tamil,Dinner,"fish head, curry spices, coconut milk, okra",10.95,13.4,14.74,58.0,0,0,Monday,0,0,Main Course,Indian
1/1/2024,11,Casual Dining,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",10.41,25.93,28.523,10.0,1,0,Monday,0,0,Soups,Chinese
1/1/2024,4,Casual Dining,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",10.23,65.32,18.414,16.0,0,0,Monday,0,0,Soups,Chinese
1/1/2024,10,Street Food,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",11.69,23.22,19.737,63.0,0,0,Monday,0,0,Soups,Chinese
1/1/2024,6,Food Court,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",9.84,28.53,23.12,72.0,1,0,Monday,0,0,Soups,Chinese
1/1/2024,24,Street Food,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",13.79,26.14,24.7,69.0,0,0,Monday,0,0,Soups,Chinese
1/1/2024,13,Fine Dining,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",10.07,77.12,18.126,3.0,0,0,Monday,0,0,Soups,Chinese
1/1/2024,18,Fine Dining,Fish Maw Soup,Dinner,"fish maw, chicken broth, mushroom",13.02,69.79,23.436,5.0,0,1,Monday,0,0,Soups,Chinese
1/1/2024,13,Street Food,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",2.61,3.89,3.132,67.0,0,0,Monday,0,0,Drinks,Malaysian
1/1/2024,16,Street Food,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",2.24,6.57,5.5845,100.0,1,0,Monday,1,0,Drinks,Malaysian
1/1/2024,8,Street Food,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",2.48,5.13,5.12,25.0,0,0,Monday,0,0,Drinks,Malaysian
1/1/2024,6,Street Food,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",3.08,3.41,3.696,88.0,0,0,Monday,0,0,Drinks,Malaysian
1/1/2024,25,Food Court,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",3.35,4.44,4.884,29.0,0,1,Monday,0,0,Drinks,Malaysian
1/1/2024,7,Fine Dining,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",2.75,19.55,4.95,8.0,1,0,Monday,0,0,Drinks,Malaysian
1/1/2024,12,Street Food,Grass Jelly Drink,Lunch,"grass jelly, syrup, ice, milk",2.28,2.71,2.99,38.0,0,0,Monday,0,0,Drinks,Malaysian
1/1/2024,16,Casual Dining,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",6.92,17.47,19.217,12.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,14,Casual Dining,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",7.92,15.16,16.676,7.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,11,Fine Dining,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",6.87,49.18,12.366,10.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,4,Fine Dining,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",7.86,59.07,14.148,9.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,6,Street Food,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",5.61,9.01,8.23,79.0,0,1,Monday,0,0,Main Course,Malay
1/1/2024,1,Street Food,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",5.77,7.71,7.26,67.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,23,Street Food,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",6.96,12.59,11.05,79.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,2,Street Food,Gulai Ikan Patin,Dinner,"patin fish, coconut milk, turmeric, galangal",6.86,10.04,11.61,82.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,23,Casual Dining,Gulai Kawah,Dinner,"mixed vegetables, coconut milk, spices",4.94,30.18,8.892,15.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,5,Fast Food,Gulai Kawah,Dinner,"mixed vegetables, coconut milk, spices",6.48,15.82,15.51,18.0,0,0,Monday,1,0,Main Course,Malay
1/1/2024,21,Street Food,Gulai Kawah,Dinner,"mixed vegetables, coconut milk, spices",6.34,9.01,7.608,100.0,1,0,Monday,0,0,Main Course,Malay
1/1/2024,19,Fast Food,Gulai Kawah,Dinner,"mixed vegetables, coconut milk, spices",5.91,20.03,17.0255,48.0,1,0,Monday,0,0,Main Course,Malay
1/1/2024,2,Food Court,Gulai Kawah,Dinner,"mixed vegetables, coconut milk, spices",5.85,8.37,9.24,55.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,3,Fast Food,Gulai Kawah,Dinner,"mixed vegetables, coconut milk, spices",5.23,12.27,13.497,9.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,11,Casual Dining,Gulai Nangka Muda,Lunch,"young jackfruit, coconut milk, anchovies",4.21,23.67,7.578,13.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,19,Fast Food,Gulai Nangka Muda,Lunch,"young jackfruit, coconut milk, anchovies",4.56,10.67,9.0695,36.0,1,0,Monday,0,0,Main Course,Malay
1/1/2024,5,Fast Food,Gulai Nangka Muda,Lunch,"young jackfruit, coconut milk, anchovies",4.33,11.91,7.794,13.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,1,Food Court,Gulai Tempoyak Ikan,Dinner,"fish, fermented durian, coconut milk, chili",5.86,12.73,14.003,12.0,0,1,Monday,0,0,Main Course,Malay
1/1/2024,2,Street Food,Gulai Tempoyak Ikan,Dinner,"fish, fermented durian, coconut milk, chili",7.48,9.08,8.41,66.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,22,Casual Dining,Gulai Tempoyak Ikan,Dinner,"fish, fermented durian, coconut milk, chili",7.05,28.81,24.4885,21.0,1,0,Monday,0,0,Main Course,Malay
1/1/2024,13,Fine Dining,Gulai Tempoyak Ikan,Dinner,"fish, fermented durian, coconut milk, chili",8.13,28.19,14.634,4.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,18,Fine Dining,Gulai Tempoyak Ikan,Dinner,"fish, fermented durian, coconut milk, chili",7.63,30.48,13.734,5.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,24,Food Court,Gulai Tempoyak Ikan,Dinner,"fish, fermented durian, coconut milk, chili",7.22,13.3,14.63,24.0,0,0,Monday,0,0,Main Course,Malay
1/1/2024,20,Casual Dining,Hainanese Chicken Chop,Dinner,"chicken, tomato sauce, peas, potato",7.21,21.45,18.2325,64.0,1,0,Monday,0,0,Main Course,Chinese
1/1/2024,7,Street Food,Hainanese Chicken Chop,Dinner,"chicken, tomato sauce, peas, potato",7.39,16.89,15.16,41.0,0,0,Monday,0,0,Main Course,Chinese
1/1/2024,3,Fast Food,Hainanese Chicken Chop,Dinner,"chicken, tomato sauce, peas, potato",8.79,16.97,14.4245,18.0,0,0,Monday,1,0,Main Course,Chinese
1/1/2024,13,Casual Dining,Hakka Thunder Tea Rice,Lunch,"rice, ground tea leaves, herbs, vegetables",4.62,26.55,8.316,17.0,0,0,Monday,0,0,Rice & Noodles,Chinese
1/1/2024,9,Street Food,Hakka Thunder Tea Rice,Lunch,"rice, ground tea leaves, herbs, vegetables",4.56,6.04,6.644,40.0,0,0,Monday,0,0,Rice & Noodles,Chinese
